State-Name,State-Abbreviation,Metro-Name,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,Anchorage,3.855,4.165,4.425,4.068,U.S Dollar,US Gallon,2025-10-24
Alaska,AK,Fairbanks,3.778,4.071,4.298,4.171,U.S Dollar,US Gallon,2025-10-24
Alaska,AK,Juneau,3.844,3.871,3.986,4.469,U.S Dollar,US Gallon,2025-10-24
Alabama,AL,Anniston-Oxford,2.668,3.065,3.427,3.245,U.S Dollar,US Gallon,2025-10-24
Alabama,AL,Auburn,2.662,3.053,3.442,3.303,U.S Dollar,US Gallon,2025-10-24
Alabama,AL,Birmingham,2.691,3.188,3.593,3.41,U.S Dollar,US Gallon,2025-10-24
Alabama,AL,Daphne-Fairhope-Foley,2.677,3.15,3.515,3.37,U.S Dollar,US Gallon,2025-10-24
Alabama,AL,Decatur,2.545,2.992,3.323,3.199,U.S Dollar,US Gallon,2025-10-24
Alabama,AL,Dothan,2.649,3.061,3.442,3.491,U.S Dollar,US Gallon,2025-10-24
Alabama,AL,Florence-Muscle Shoals,2.594,2.983,3.393,3.249,U.S Dollar,US Gallon,2025-10-24
Alabama,AL,Gadsden,2.617,3.054,3.452,3.266,U.S Dollar,US Gallon,2025-10-24
Alabama,AL,Huntsville,2.64,3.091,3.475,3.294,U.S Dollar,US Gallon,2025-10-24
Alabama,AL,Mobile,2.614,3.055,3.426,3.339,U.S Dollar,US Gallon,2025-10-24
Alabama,AL,Montgomery,2.697,3.174,3.584,3.329,U.S Dollar,US Gallon,2025-10-24
Alabama,AL,Russell County,2.736,3.221,3.652,3.387,U.S Dollar,US Gallon,2025-10-24
Alabama,AL,Tuscaloosa,2.648,3.079,3.492,3.381,U.S Dollar,US Gallon,2025-10-24
Arkansas,AR,Fayetteville-Springdale-Rogers,2.751,3.193,3.478,3.289,U.S Dollar,US Gallon,2025-10-24
Arkansas,AR,Fort Smith (AR only),2.635,3.066,3.425,3.279,U.S Dollar,US Gallon,2025-10-24
Arkansas,AR,Hot Springs,2.573,3.186,3.498,3.214,U.S Dollar,US Gallon,2025-10-24
Arkansas,AR,Jonesboro,2.653,3.11,3.546,3.369,U.S Dollar,US Gallon,2025-10-24
Arkansas,AR,Little Rock-North Little Rock,2.611,3.111,3.483,3.247,U.S Dollar,US Gallon,2025-10-24
Arkansas,AR,Pine Bluff,2.677,3.253,3.592,3.369,U.S Dollar,US Gallon,2025-10-24
Arkansas,AR,Texarkana (AR only),2.671,3.182,3.578,3.151,U.S Dollar,US Gallon,2025-10-24
Arkansas,AR,West Memphis,2.634,3.098,3.466,3.344,U.S Dollar,US Gallon,2025-10-24
Arizona,AZ,East Valley,3.593,3.988,4.293,3.577,U.S Dollar,US Gallon,2025-10-24
Arizona,AZ,Flagstaff,3.221,3.518,3.898,3.688,U.S Dollar,US Gallon,2025-10-24
Arizona,AZ,Glendale,3.525,3.922,4.233,3.521,U.S Dollar,US Gallon,2025-10-24
Arizona,AZ,Lake Havasu-Kingman,3.187,3.463,3.817,3.733,U.S Dollar,US Gallon,2025-10-24
Arizona,AZ,Peoria,3.574,3.932,4.258,3.547,U.S Dollar,US Gallon,2025-10-24
Arizona,AZ,Phoenix Proper,3.541,3.934,4.242,3.539,U.S Dollar,US Gallon,2025-10-24
Arizona,AZ,Phoenix-Mesa,3.54,3.93,4.241,3.565,U.S Dollar,US Gallon,2025-10-24
Arizona,AZ,Pima County,3.104,3.48,3.787,3.451,U.S Dollar,US Gallon,2025-10-24
