State-Name,State-Abbreviation,Metro-Name,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,Anchorage,3.683,3.99,4.248,4.025,U.S Dollar,US Gallon,2025-07-28
Alaska,AK,Fairbanks,3.799,4.059,4.276,4.155,U.S Dollar,US Gallon,2025-07-28
Alaska,AK,Juneau,3.638,3.766,3.847,4.42,U.S Dollar,US Gallon,2025-07-28
Alabama,AL,Anniston-Oxford,2.714,3.073,3.469,3.38,U.S Dollar,US Gallon,2025-07-28
Alabama,AL,Auburn,2.774,3.136,3.529,3.376,U.S Dollar,US Gallon,2025-07-28
Alabama,AL,Birmingham,2.783,3.254,3.652,3.468,U.S Dollar,US Gallon,2025-07-28
Alabama,AL,Daphne-Fairhope-Foley,2.786,3.228,3.621,3.473,U.S Dollar,US Gallon,2025-07-28
Alabama,AL,Decatur,2.719,3.18,3.538,3.336,U.S Dollar,US Gallon,2025-07-28
Alabama,AL,Dothan,2.787,3.193,3.477,3.558,U.S Dollar,US Gallon,2025-07-28
Alabama,AL,Florence-Muscle Shoals,2.755,3.102,3.51,3.306,U.S Dollar,US Gallon,2025-07-28
Alabama,AL,Gadsden,2.69,3.133,3.505,3.412,U.S Dollar,US Gallon,2025-07-28
Alabama,AL,Huntsville,2.734,3.125,3.486,3.356,U.S Dollar,US Gallon,2025-07-28
Alabama,AL,Mobile,2.77,3.218,3.588,3.505,U.S Dollar,US Gallon,2025-07-28
Alabama,AL,Montgomery,2.814,3.254,3.68,3.507,U.S Dollar,US Gallon,2025-07-28
Alabama,AL,Russell County,2.884,3.331,3.626,3.517,U.S Dollar,US Gallon,2025-07-28
Alabama,AL,Tuscaloosa,2.725,3.142,3.519,3.382,U.S Dollar,US Gallon,2025-07-28
Arkansas,AR,Fayetteville-Springdale-Rogers,2.835,3.2,3.497,3.408,U.S Dollar,US Gallon,2025-07-28
Arkansas,AR,Fort Smith (AR only),2.784,3.16,3.513,3.397,U.S Dollar,US Gallon,2025-07-28
Arkansas,AR,Hot Springs,2.709,3.211,3.606,3.339,U.S Dollar,US Gallon,2025-07-28
Arkansas,AR,Jonesboro,2.737,3.069,3.584,3.442,U.S Dollar,US Gallon,2025-07-28
Arkansas,AR,Little Rock-North Little Rock,2.781,3.221,3.607,3.358,U.S Dollar,US Gallon,2025-07-28
Arkansas,AR,Pine Bluff,2.797,3.211,3.679,3.461,U.S Dollar,US Gallon,2025-07-28
Arkansas,AR,Texarkana (AR only),2.836,3.316,3.71,3.358,U.S Dollar,US Gallon,2025-07-28
Arkansas,AR,West Memphis,2.877,3.368,3.801,3.492,U.S Dollar,US Gallon,2025-07-28
Arizona,AZ,East Valley,3.326,3.692,4.01,3.627,U.S Dollar,US Gallon,2025-07-28
Arizona,AZ,Flagstaff,3.119,3.44,3.751,3.628,U.S Dollar,US Gallon,2025-07-28
Arizona,AZ,Glendale,3.266,3.597,3.918,3.642,U.S Dollar,US Gallon,2025-07-28
Arizona,AZ,Lake Havasu-Kingman,3.129,3.347,3.688,3.776,U.S Dollar,US Gallon,2025-07-28
Arizona,AZ,Peoria,3.262,3.628,3.948,3.658,U.S Dollar,US Gallon,2025-07-28
Arizona,AZ,Phoenix Proper,3.207,3.553,3.881,3.622,U.S Dollar,US Gallon,2025-07-28
Arizona,AZ,Phoenix-Mesa,3.263,3.61,3.932,3.647,U.S Dollar,US Gallon,2025-07-28
Arizona,AZ,Pima County,2.955,3.289,3.606,3.618,U.S Dollar,US Gallon,2025-07-28
Arizona,AZ,Prescott,3.131,3.416,3.769,3.666,U.S Dollar,US Gallon,2025-07-28
Arizona,AZ,Scottsdale,3.389,3.733,4.051,3.737,U.S Dollar,US Gallon,2025-07-28
Arizona,AZ,Sierra Vista-Douglas,3.007,3.297,3.609,3.603,U.S Dollar,US Gallon,2025-07-28
Arizona,AZ,Tucson,2.953,3.289,3.608,3.619,U.S Dollar,US Gallon,2025-07-28
Arizona,AZ,West Valley,3.245,3.596,3.912,3.626,U.S Dollar,US Gallon,2025-07-28
Arizona,AZ,Yuma,3.03,3.419,3.716,3.612,U.S Dollar,US Gallon,2025-07-28
California,CA,Bakersfield,4.514,4.746,4.995,5.163,U.S Dollar,US Gallon,2025-07-28
California,CA,Chico-Paradise,4.456,4.619,4.85,5.05,U.S Dollar,US Gallon,2025-07-28
California,CA,El Centro,4.218,4.383,4.572,4.928,U.S Dollar,US Gallon,2025-07-28
California,CA,Fresno,4.557,4.773,5.008,5.207,U.S Dollar,US Gallon,2025-07-28
California,CA,Hanford-Corcoran,4.277,4.466,4.667,4.959,U.S Dollar,US Gallon,2025-07-28
California,CA,Los Angeles-Long Beach,4.47,4.688,4.857,5.156,U.S Dollar,US Gallon,2025-07-28
California,CA,Madera-Chowchilla,4.507,4.742,4.98,5.211,U.S Dollar,US Gallon,2025-07-28
California,CA,Merced,4.317,4.715,4.963,5.168,U.S Dollar,US Gallon,2025-07-28
California,CA,Modesto,4.212,4.433,4.697,5.217,U.S Dollar,US Gallon,2025-07-28
California,CA,Napa,4.793,4.888,5.096,5.327,U.S Dollar,US Gallon,2025-07-28
California,CA,Oakland,4.536,4.768,4.974,5.321,U.S Dollar,US Gallon,2025-07-28
California,CA,Orange County,4.416,4.65,4.795,5.065,U.S Dollar,US Gallon,2025-07-28
California,CA,Redding,4.298,4.37,4.703,5.025,U.S Dollar,US Gallon,2025-07-28
California,CA,Riverside,4.307,4.551,4.749,5.072,U.S Dollar,US Gallon,2025-07-28
California,CA,Sacramento,4.441,4.683,4.903,5.302,U.S Dollar,US Gallon,2025-07-28
California,CA,Salinas,4.694,4.826,5.081,5.491,U.S Dollar,US Gallon,2025-07-28
California,CA,San Bernardino,4.35,4.547,4.746,5.101,U.S Dollar,US Gallon,2025-07-28
California,CA,San Diego,4.541,4.754,4.929,5.03,U.S Dollar,US Gallon,2025-07-28
California,CA,San Francisco,4.634,4.815,5.026,5.352,U.S Dollar,US Gallon,2025-07-28
California,CA,San Jose,4.464,4.688,4.87,5.234,U.S Dollar,US Gallon,2025-07-28
California,CA,San Luis Obispo-Atascadero-Paso Robles,4.857,5.106,5.257,5.44,U.S Dollar,US Gallon,2025-07-28
California,CA,San Rafael,4.614,4.767,5.003,5.415,U.S Dollar,US Gallon,2025-07-28
California,CA,Santa Barbara-Santa Maria-Lompoc,4.41,4.642,4.793,5.133,U.S Dollar,US Gallon,2025-07-28
California,CA,Santa Cruz-Watsonville,4.623,4.818,5.052,5.326,U.S Dollar,US Gallon,2025-07-28
California,CA,Santa Rosa,4.716,4.928,5.109,5.365,U.S Dollar,US Gallon,2025-07-28
California,CA,Stockton-Lodi,4.345,4.619,4.808,5.218,U.S Dollar,US Gallon,2025-07-28
California,CA,Vallejo-Fairfield,4.49,4.752,4.943,5.26,U.S Dollar,US Gallon,2025-07-28
California,CA,Ventura,4.507,4.715,4.882,5.158,U.S Dollar,US Gallon,2025-07-28
California,CA,Visalia-Tulare-Porterville,4.522,4.796,5.011,5.133,U.S Dollar,US Gallon,2025-07-28
California,CA,Yolo,4.409,4.663,4.91,5.187,U.S Dollar,US Gallon,2025-07-28
California,CA,Yuba City,4.225,4.482,4.706,5.088,U.S Dollar,US Gallon,2025-07-28
Colorado,CO,Boulder-Longmont,3.09,3.54,3.863,3.542,U.S Dollar,US Gallon,2025-07-28
Colorado,CO,Colorado Springs,2.904,3.308,3.644,3.471,U.S Dollar,US Gallon,2025-07-28
Colorado,CO,Denver,2.983,3.408,3.725,3.495,U.S Dollar,US Gallon,2025-07-28
Colorado,CO,Durango,2.989,3.248,3.555,3.532,U.S Dollar,US Gallon,2025-07-28
Colorado,CO,Fort Collins-Loveland,2.937,3.336,3.652,3.412,U.S Dollar,US Gallon,2025-07-28
Colorado,CO,Glenwood Springs,3.177,3.72,3.731,3.631,U.S Dollar,US Gallon,2025-07-28
Colorado,CO,Grand Junction (CO only),3.153,3.487,3.848,3.551,U.S Dollar,US Gallon,2025-07-28
Colorado,CO,Greeley,2.879,3.271,3.581,3.428,U.S Dollar,US Gallon,2025-07-28
Colorado,CO,Pueblo,2.883,3.304,3.626,3.358,U.S Dollar,US Gallon,2025-07-28
Colorado,CO,Vail,3.314,3.647,3.908,3.519,U.S Dollar,US Gallon,2025-07-28
