State-Name,State-Abbreviation,Metro-Name,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,Anchorage,3.846,4.151,4.426,4.053,U.S Dollar,US Gallon,2025-11-10
Alaska,AK,Fairbanks,3.653,3.883,4.163,4.147,U.S Dollar,US Gallon,2025-11-10
Alaska,AK,Juneau,3.821,3.855,4.051,4.518,U.S Dollar,US Gallon,2025-11-10
Alabama,AL,Anniston-Oxford,2.604,2.967,3.275,3.256,U.S Dollar,US Gallon,2025-11-10
Alabama,AL,Auburn,2.68,3.074,3.542,3.406,U.S Dollar,US Gallon,2025-11-10
Alabama,AL,Birmingham,2.681,3.151,3.554,3.473,U.S Dollar,US Gallon,2025-11-10
Alabama,AL,Daphne-Fairhope-Foley,2.684,3.123,3.507,3.459,U.S Dollar,US Gallon,2025-11-10
Alabama,AL,Decatur,2.571,3.051,3.423,3.3,U.S Dollar,US Gallon,2025-11-10
Alabama,AL,Dothan,2.653,3.091,3.461,3.528,U.S Dollar,US Gallon,2025-11-10
Alabama,AL,Florence-Muscle Shoals,2.598,3.014,3.4,3.289,U.S Dollar,US Gallon,2025-11-10
Alabama,AL,Gadsden,2.605,3.092,3.495,3.287,U.S Dollar,US Gallon,2025-11-10
Alabama,AL,Huntsville,2.639,3.105,3.412,3.349,U.S Dollar,US Gallon,2025-11-10
Alabama,AL,Mobile,2.644,3.094,3.452,3.472,U.S Dollar,US Gallon,2025-11-10
Alabama,AL,Montgomery,2.707,3.154,3.555,3.443,U.S Dollar,US Gallon,2025-11-10
Alabama,AL,Russell County,2.739,3.139,3.49,3.415,U.S Dollar,US Gallon,2025-11-10
Alabama,AL,Tuscaloosa,2.679,3.083,3.529,3.437,U.S Dollar,US Gallon,2025-11-10
Arkansas,AR,Fayetteville-Springdale-Rogers,2.727,3.133,3.434,3.474,U.S Dollar,US Gallon,2025-11-10
Arkansas,AR,Fort Smith (AR only),2.63,2.979,3.374,3.407,U.S Dollar,US Gallon,2025-11-10
Arkansas,AR,Hot Springs,2.545,3.08,3.515,3.304,U.S Dollar,US Gallon,2025-11-10
Arkansas,AR,Jonesboro,2.651,3.106,3.305,3.401,U.S Dollar,US Gallon,2025-11-10
Arkansas,AR,Little Rock-North Little Rock,2.611,3.105,3.481,3.347,U.S Dollar,US Gallon,2025-11-10
