State-Name,State-Abbreviation,Metro-Name,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,Anchorage,3.849,4.162,4.391,4.047,U.S Dollar,US Gallon,2025-09-30
Alaska,AK,Fairbanks,3.883,4.169,4.235,4.176,U.S Dollar,US Gallon,2025-09-30
Alaska,AK,Juneau,3.876,3.865,4.005,4.453,U.S Dollar,US Gallon,2025-09-30
Alabama,AL,Anniston-Oxford,2.739,3.053,3.484,3.329,U.S Dollar,US Gallon,2025-09-30
Alabama,AL,Auburn,2.747,3.11,3.528,3.351,U.S Dollar,US Gallon,2025-09-30
Alabama,AL,Birmingham,2.765,3.236,3.649,3.467,U.S Dollar,US Gallon,2025-09-30
Alabama,AL,Daphne-Fairhope-Foley,2.783,3.224,3.638,3.399,U.S Dollar,US Gallon,2025-09-30
Alabama,AL,Decatur,2.661,3.13,3.476,3.289,U.S Dollar,US Gallon,2025-09-30
Alabama,AL,Dothan,2.778,3.219,3.521,3.526,U.S Dollar,US Gallon,2025-09-30
Alabama,AL,Florence-Muscle Shoals,2.699,3.104,3.5,3.275,U.S Dollar,US Gallon,2025-09-30
Alabama,AL,Gadsden,2.655,3.097,3.507,3.272,U.S Dollar,US Gallon,2025-09-30
Alabama,AL,Huntsville,2.741,3.188,3.539,3.367,U.S Dollar,US Gallon,2025-09-30
Alabama,AL,Mobile,2.735,3.156,3.54,3.411,U.S Dollar,US Gallon,2025-09-30
Alabama,AL,Montgomery,2.784,3.24,3.657,3.413,U.S Dollar,US Gallon,2025-09-30
Alabama,AL,Russell County,2.855,3.278,3.635,3.435,U.S Dollar,US Gallon,2025-09-30
Alabama,AL,Tuscaloosa,2.732,3.125,3.564,3.398,U.S Dollar,US Gallon,2025-09-30
Arkansas,AR,Fayetteville-Springdale-Rogers,2.753,3.138,3.454,3.294,U.S Dollar,US Gallon,2025-09-30
Arkansas,AR,Fort Smith (AR only),2.623,3.018,3.374,3.328,U.S Dollar,US Gallon,2025-09-30
Arkansas,AR,Hot Springs,2.627,3.125,3.519,3.268,U.S Dollar,US Gallon,2025-09-30
Arkansas,AR,Jonesboro,2.766,3.197,3.573,3.426,U.S Dollar,US Gallon,2025-09-30
Arkansas,AR,Little Rock-North Little Rock,2.706,3.161,3.55,3.314,U.S Dollar,US Gallon,2025-09-30
Arkansas,AR,Pine Bluff,2.744,3.312,3.618,3.456,U.S Dollar,US Gallon,2025-09-30
Arkansas,AR,Texarkana (AR only),2.754,3.191,3.639,3.247,U.S Dollar,US Gallon,2025-09-30
Arkansas,AR,West Memphis,2.764,3.149,3.559,3.467,U.S Dollar,US Gallon,2025-09-30
Arizona,AZ,East Valley,3.864,4.248,4.536,3.655,U.S Dollar,US Gallon,2025-09-30
Arizona,AZ,Flagstaff,3.295,3.549,3.899,3.723,U.S Dollar,US Gallon,2025-09-30
Arizona,AZ,Glendale,3.838,4.216,4.539,3.601,U.S Dollar,US Gallon,2025-09-30
Arizona,AZ,Lake Havasu-Kingman,3.277,3.554,3.922,3.78,U.S Dollar,US Gallon,2025-09-30
Arizona,AZ,Peoria,3.901,4.26,4.632,3.656,U.S Dollar,US Gallon,2025-09-30
Arizona,AZ,Phoenix Proper,3.824,4.2,4.513,3.601,U.S Dollar,US Gallon,2025-09-30
Arizona,AZ,Phoenix-Mesa,3.818,4.196,4.506,3.645,U.S Dollar,US Gallon,2025-09-30
Arizona,AZ,Pima County,3.236,3.612,3.914,3.529,U.S Dollar,US Gallon,2025-09-30
Arizona,AZ,Prescott,3.213,3.473,3.868,3.657,U.S Dollar,US Gallon,2025-09-30
Arizona,AZ,Scottsdale,3.933,4.282,4.605,3.796,U.S Dollar,US Gallon,2025-09-30
Arizona,AZ,Sierra Vista-Douglas,3.171,3.488,3.775,3.569,U.S Dollar,US Gallon,2025-09-30
Arizona,AZ,Tucson,3.233,3.612,3.915,3.541,U.S Dollar,US Gallon,2025-09-30
Arizona,AZ,West Valley,3.849,4.217,4.538,3.619,U.S Dollar,US Gallon,2025-09-30
Arizona,AZ,Yuma,3.242,3.627,3.94,3.667,U.S Dollar,US Gallon,2025-09-30
