State-Name,State-Abbreviation,Metro-Name,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,Anchorage,3.573,3.854,4.07,3.628,U.S Dollar,US Gallon,2025-06-01
Alaska,AK,Fairbanks,3.685,3.897,4.089,3.734,U.S Dollar,US Gallon,2025-06-01
Alaska,AK,Juneau,3.682,3.729,3.836,3.93,U.S Dollar,US Gallon,2025-06-01
Alabama,AL,Anniston-Oxford,2.742,3.107,3.503,3.218,U.S Dollar,US Gallon,2025-06-01
Alabama,AL,Auburn,2.765,3.117,3.559,3.132,U.S Dollar,US Gallon,2025-06-01
Alabama,AL,Birmingham,2.722,3.192,3.586,3.306,U.S Dollar,US Gallon,2025-06-01
Alabama,AL,Daphne-Fairhope-Foley,2.769,3.221,3.604,3.226,U.S Dollar,US Gallon,2025-06-01
Alabama,AL,Decatur,2.643,3.073,3.474,3.183,U.S Dollar,US Gallon,2025-06-01
Alabama,AL,Dothan,2.775,3.203,3.586,3.415,U.S Dollar,US Gallon,2025-06-01
Alabama,AL,Florence-Muscle Shoals,2.744,3.171,3.574,3.207,U.S Dollar,US Gallon,2025-06-01
Alabama,AL,Gadsden,2.625,3.075,3.51,3.091,U.S Dollar,US Gallon,2025-06-01
Alabama,AL,Huntsville,2.698,3.119,3.458,3.253,U.S Dollar,US Gallon,2025-06-01
Alabama,AL,Mobile,2.764,3.212,3.588,3.233,U.S Dollar,US Gallon,2025-06-01
Alabama,AL,Montgomery,2.771,3.226,3.616,3.204,U.S Dollar,US Gallon,2025-06-01
Alabama,AL,Russell County,2.795,3.218,3.651,3.325,U.S Dollar,US Gallon,2025-06-01
Alabama,AL,Tuscaloosa,2.705,3.131,3.48,3.288,U.S Dollar,US Gallon,2025-06-01
Arkansas,AR,Fayetteville-Springdale-Rogers,2.832,3.258,3.545,3.151,U.S Dollar,US Gallon,2025-06-01
Arkansas,AR,Fort Smith (AR only),2.785,3.209,3.545,3.113,U.S Dollar,US Gallon,2025-06-01
Arkansas,AR,Hot Springs,2.789,3.306,3.671,3.198,U.S Dollar,US Gallon,2025-06-01
Arkansas,AR,Jonesboro,2.72,3.116,3.62,3.191,U.S Dollar,US Gallon,2025-06-01
Arkansas,AR,Little Rock-North Little Rock,2.766,3.204,3.579,3.141,U.S Dollar,US Gallon,2025-06-01
Arkansas,AR,Pine Bluff,2.729,3.209,3.63,3.231,U.S Dollar,US Gallon,2025-06-01
Arkansas,AR,Texarkana (AR only),2.758,3.193,3.571,3.101,U.S Dollar,US Gallon,2025-06-01
Arkansas,AR,West Memphis,2.764,3.266,3.651,3.231,U.S Dollar,US Gallon,2025-06-01
Arizona,AZ,East Valley,3.581,3.922,4.255,3.44,U.S Dollar,US Gallon,2025-06-01
Arizona,AZ,Flagstaff,3.199,3.426,3.864,3.36,U.S Dollar,US Gallon,2025-06-01
Arizona,AZ,Glendale,3.505,3.853,4.167,3.399,U.S Dollar,US Gallon,2025-06-01
Arizona,AZ,Lake Havasu-Kingman,3.156,3.411,3.739,3.546,U.S Dollar,US Gallon,2025-06-01
Arizona,AZ,Peoria,3.451,3.797,4.129,3.492,U.S Dollar,US Gallon,2025-06-01
Arizona,AZ,Phoenix Proper,3.485,3.832,4.138,3.394,U.S Dollar,US Gallon,2025-06-01
Arizona,AZ,Phoenix-Mesa,3.507,3.859,4.172,3.436,U.S Dollar,US Gallon,2025-06-01
Arizona,AZ,Pima County,2.998,3.342,3.65,3.319,U.S Dollar,US Gallon,2025-06-01
Arizona,AZ,Prescott,3.186,3.445,3.796,3.528,U.S Dollar,US Gallon,2025-06-01
Arizona,AZ,Scottsdale,3.652,3.997,4.314,3.648,U.S Dollar,US Gallon,2025-06-01
Arizona,AZ,Sierra Vista-Douglas,2.968,3.169,3.555,3.343,U.S Dollar,US Gallon,2025-06-01
Arizona,AZ,Tucson,2.993,3.34,3.647,3.309,U.S Dollar,US Gallon,2025-06-01
