State-Name,State-Abbreviation,Metro-Name,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,Anchorage,3.639,3.905,4.153,3.91,U.S Dollar,US Gallon,2025-07-08
Alaska,AK,Fairbanks,3.803,4.128,4.33,4.044,U.S Dollar,US Gallon,2025-07-08
Alaska,AK,Juneau,3.758,3.689,3.787,4.18,U.S Dollar,US Gallon,2025-07-08
Alabama,AL,Anniston-Oxford,2.676,3.04,3.444,3.391,U.S Dollar,US Gallon,2025-07-08
Alabama,AL,Auburn,2.753,3.131,3.539,3.303,U.S Dollar,US Gallon,2025-07-08
Alabama,AL,Birmingham,2.754,3.218,3.634,3.451,U.S Dollar,US Gallon,2025-07-08
Alabama,AL,Daphne-Fairhope-Foley,2.789,3.229,3.631,3.383,U.S Dollar,US Gallon,2025-07-08
Alabama,AL,Decatur,2.725,3.151,3.51,3.327,U.S Dollar,US Gallon,2025-07-08
Alabama,AL,Dothan,2.769,3.148,3.504,3.529,U.S Dollar,US Gallon,2025-07-08
Alabama,AL,Florence-Muscle Shoals,2.669,3.042,3.419,3.316,U.S Dollar,US Gallon,2025-07-08
Alabama,AL,Gadsden,2.657,3.091,3.483,3.275,U.S Dollar,US Gallon,2025-07-08
Alabama,AL,Huntsville,2.749,3.156,3.523,3.34,U.S Dollar,US Gallon,2025-07-08
Alabama,AL,Mobile,2.743,3.185,3.578,3.427,U.S Dollar,US Gallon,2025-07-08
Alabama,AL,Montgomery,2.765,3.215,3.637,3.407,U.S Dollar,US Gallon,2025-07-08
Alabama,AL,Russell County,2.87,3.272,3.655,3.43,U.S Dollar,US Gallon,2025-07-08
Alabama,AL,Tuscaloosa,2.715,3.147,3.555,3.349,U.S Dollar,US Gallon,2025-07-08
Arkansas,AR,Fayetteville-Springdale-Rogers,2.758,3.142,3.47,3.325,U.S Dollar,US Gallon,2025-07-08
Arkansas,AR,Fort Smith (AR only),2.683,3.116,3.448,3.279,U.S Dollar,US Gallon,2025-07-08
