State-Name,State-Abbreviation,Metro-Name,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,Anchorage,3.641,3.915,4.167,3.947,U.S Dollar,US Gallon,2025-07-15
Alaska,AK,Fairbanks,3.789,4.075,4.254,4.065,U.S Dollar,US Gallon,2025-07-15
Alaska,AK,Juneau,3.779,3.706,3.826,4.24,U.S Dollar,US Gallon,2025-07-15
Alabama,AL,Anniston-Oxford,2.729,3.085,3.509,3.349,U.S Dollar,US Gallon,2025-07-15
Alabama,AL,Auburn,2.76,3.165,3.556,3.36,U.S Dollar,US Gallon,2025-07-15
Alabama,AL,Birmingham,2.757,3.216,3.624,3.451,U.S Dollar,US Gallon,2025-07-15
Alabama,AL,Daphne-Fairhope-Foley,2.789,3.232,3.633,3.387,U.S Dollar,US Gallon,2025-07-15
Alabama,AL,Decatur,2.709,3.139,3.518,3.301,U.S Dollar,US Gallon,2025-07-15
Alabama,AL,Dothan,2.767,3.141,3.529,3.522,U.S Dollar,US Gallon,2025-07-15
Alabama,AL,Florence-Muscle Shoals,2.715,3.111,3.518,3.313,U.S Dollar,US Gallon,2025-07-15
Alabama,AL,Gadsden,2.67,3.091,3.553,3.306,U.S Dollar,US Gallon,2025-07-15
Alabama,AL,Huntsville,2.747,3.161,3.517,3.336,U.S Dollar,US Gallon,2025-07-15
Alabama,AL,Mobile,2.763,3.212,3.583,3.45,U.S Dollar,US Gallon,2025-07-15
Alabama,AL,Montgomery,2.808,3.275,3.705,3.422,U.S Dollar,US Gallon,2025-07-15
Alabama,AL,Russell County,2.872,3.264,3.762,3.44,U.S Dollar,US Gallon,2025-07-15
Alabama,AL,Tuscaloosa,2.761,3.2,3.629,3.381,U.S Dollar,US Gallon,2025-07-15
Arkansas,AR,Fayetteville-Springdale-Rogers,2.831,3.225,3.521,3.371,U.S Dollar,US Gallon,2025-07-15
Arkansas,AR,Fort Smith (AR only),2.755,3.204,3.513,3.322,U.S Dollar,US Gallon,2025-07-15
Arkansas,AR,Hot Springs,2.731,3.25,3.657,3.332,U.S Dollar,US Gallon,2025-07-15
Arkansas,AR,Jonesboro,2.747,3.101,3.602,3.418,U.S Dollar,US Gallon,2025-07-15
Arkansas,AR,Little Rock-North Little Rock,2.788,3.244,3.631,3.345,U.S Dollar,US Gallon,2025-07-15
Arkansas,AR,Pine Bluff,2.808,3.252,3.769,3.488,U.S Dollar,US Gallon,2025-07-15
Arkansas,AR,Texarkana (AR only),2.852,3.311,3.727,3.352,U.S Dollar,US Gallon,2025-07-15
Arkansas,AR,West Memphis,2.769,3.144,3.642,3.419,U.S Dollar,US Gallon,2025-07-15
Arizona,AZ,East Valley,3.36,3.726,4.035,3.608,U.S Dollar,US Gallon,2025-07-15
Arizona,AZ,Flagstaff,3.148,3.41,3.793,3.61,U.S Dollar,US Gallon,2025-07-15
Arizona,AZ,Glendale,3.311,3.646,3.952,3.595,U.S Dollar,US Gallon,2025-07-15
Arizona,AZ,Lake Havasu-Kingman,3.165,3.415,3.752,3.76,U.S Dollar,US Gallon,2025-07-15
Arizona,AZ,Peoria,3.313,3.689,3.977,3.645,U.S Dollar,US Gallon,2025-07-15
Arizona,AZ,Phoenix Proper,3.241,3.593,3.915,3.633,U.S Dollar,US Gallon,2025-07-15
Arizona,AZ,Phoenix-Mesa,3.302,3.661,3.969,3.635,U.S Dollar,US Gallon,2025-07-15
Arizona,AZ,Pima County,2.998,3.326,3.64,3.588,U.S Dollar,US Gallon,2025-07-15
Arizona,AZ,Prescott,3.179,3.431,3.76,3.625,U.S Dollar,US Gallon,2025-07-15
Arizona,AZ,Scottsdale,3.43,3.786,4.077,3.72,U.S Dollar,US Gallon,2025-07-15
Arizona,AZ,Sierra Vista-Douglas,3.026,3.305,3.596,3.477,U.S Dollar,US Gallon,2025-07-15
Arizona,AZ,Tucson,2.992,3.326,3.637,3.584,U.S Dollar,US Gallon,2025-07-15
Arizona,AZ,West Valley,3.296,3.651,3.948,3.599,U.S Dollar,US Gallon,2025-07-15
Arizona,AZ,Yuma,2.948,3.338,3.649,3.534,U.S Dollar,US Gallon,2025-07-15
California,CA,Bakersfield,4.488,4.69,4.921,5.076,U.S Dollar,US Gallon,2025-07-15
California,CA,Chico-Paradise,4.471,4.699,4.897,5.036,U.S Dollar,US Gallon,2025-07-15
California,CA,El Centro,4.294,4.443,4.625,4.89,U.S Dollar,US Gallon,2025-07-15
California,CA,Fresno,4.581,4.844,5.038,5.221,U.S Dollar,US Gallon,2025-07-15
California,CA,Hanford-Corcoran,4.348,4.469,4.776,4.983,U.S Dollar,US Gallon,2025-07-15
California,CA,Los Angeles-Long Beach,4.512,4.744,4.901,5.164,U.S Dollar,US Gallon,2025-07-15
California,CA,Madera-Chowchilla,4.533,4.775,5.033,5.203,U.S Dollar,US Gallon,2025-07-15
California,CA,Merced,4.338,4.693,4.923,5.205,U.S Dollar,US Gallon,2025-07-15
California,CA,Modesto,4.249,4.496,4.757,5.225,U.S Dollar,US Gallon,2025-07-15
California,CA,Napa,4.827,4.964,5.171,5.408,U.S Dollar,US Gallon,2025-07-15
California,CA,Oakland,4.588,4.839,5.025,5.332,U.S Dollar,US Gallon,2025-07-15
California,CA,Orange County,4.451,4.674,4.834,5.068,U.S Dollar,US Gallon,2025-07-15
California,CA,Redding,4.334,4.466,4.654,5.031,U.S Dollar,US Gallon,2025-07-15
California,CA,Riverside,4.365,4.616,4.778,5.061,U.S Dollar,US Gallon,2025-07-15
California,CA,Sacramento,4.478,4.728,4.944,5.313,U.S Dollar,US Gallon,2025-07-15
California,CA,Salinas,4.733,4.939,5.183,5.482,U.S Dollar,US Gallon,2025-07-15
California,CA,San Bernardino,4.403,4.613,4.801,5.095,U.S Dollar,US Gallon,2025-07-15
California,CA,San Diego,4.59,4.808,4.985,5.006,U.S Dollar,US Gallon,2025-07-15
California,CA,San Francisco,4.712,4.903,5.123,5.413,U.S Dollar,US Gallon,2025-07-15
California,CA,San Jose,4.532,4.75,4.932,5.239,U.S Dollar,US Gallon,2025-07-15
California,CA,San Luis Obispo-Atascadero-Paso Robles,4.876,5.077,5.279,5.458,U.S Dollar,US Gallon,2025-07-15
California,CA,San Rafael,4.637,4.84,5.031,5.449,U.S Dollar,US Gallon,2025-07-15
California,CA,Santa Barbara-Santa Maria-Lompoc,4.493,4.624,4.817,5.127,U.S Dollar,US Gallon,2025-07-15
California,CA,Santa Cruz-Watsonville,4.727,4.978,5.178,5.317,U.S Dollar,US Gallon,2025-07-15
California,CA,Santa Rosa,4.762,4.984,5.158,5.455,U.S Dollar,US Gallon,2025-07-15
California,CA,Stockton-Lodi,4.373,4.655,4.846,5.209,U.S Dollar,US Gallon,2025-07-15
California,CA,Vallejo-Fairfield,4.533,4.801,4.998,5.268,U.S Dollar,US Gallon,2025-07-15
