State-Name,State-Abbreviation,Metro-Name,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,Anchorage,3.861,4.169,4.427,4.047,U.S Dollar,US Gallon,2025-10-31
Alaska,AK,Fairbanks,3.675,3.959,4.238,4.176,U.S Dollar,US Gallon,2025-10-31
Alaska,AK,Juneau,3.826,3.847,3.956,4.469,U.S Dollar,US Gallon,2025-10-31
Alabama,AL,Anniston-Oxford,2.613,2.986,3.32,3.318,U.S Dollar,US Gallon,2025-10-31
Alabama,AL,Auburn,2.672,3.128,3.542,3.394,U.S Dollar,US Gallon,2025-10-31
Alabama,AL,Birmingham,2.689,3.198,3.587,3.466,U.S Dollar,US Gallon,2025-10-31
Alabama,AL,Daphne-Fairhope-Foley,2.668,3.129,3.533,3.414,U.S Dollar,US Gallon,2025-10-31
Alabama,AL,Decatur,2.516,2.953,3.315,3.256,U.S Dollar,US Gallon,2025-10-31
Alabama,AL,Dothan,2.681,3.075,3.468,3.526,U.S Dollar,US Gallon,2025-10-31
Alabama,AL,Florence-Muscle Shoals,2.596,3.034,3.39,3.253,U.S Dollar,US Gallon,2025-10-31
Alabama,AL,Gadsden,2.623,3.069,3.456,3.299,U.S Dollar,US Gallon,2025-10-31
Alabama,AL,Huntsville,2.615,3.097,3.396,3.361,U.S Dollar,US Gallon,2025-10-31
Alabama,AL,Mobile,2.641,3.098,3.481,3.439,U.S Dollar,US Gallon,2025-10-31
Alabama,AL,Montgomery,2.696,3.164,3.576,3.408,U.S Dollar,US Gallon,2025-10-31
Alabama,AL,Russell County,2.722,3.182,3.567,3.42,U.S Dollar,US Gallon,2025-10-31
Alabama,AL,Tuscaloosa,2.662,3.099,3.528,3.4,U.S Dollar,US Gallon,2025-10-31
Arkansas,AR,Fayetteville-Springdale-Rogers,2.664,3.077,3.363,3.28,U.S Dollar,US Gallon,2025-10-31
Arkansas,AR,Fort Smith (AR only),2.574,2.972,3.369,3.271,U.S Dollar,US Gallon,2025-10-31
Arkansas,AR,Hot Springs,2.531,3.082,3.425,3.278,U.S Dollar,US Gallon,2025-10-31
Arkansas,AR,Jonesboro,2.557,2.967,3.412,3.397,U.S Dollar,US Gallon,2025-10-31
Arkansas,AR,Little Rock-North Little Rock,2.533,3.049,3.392,3.272,U.S Dollar,US Gallon,2025-10-31
Arkansas,AR,Pine Bluff,2.647,3.18,3.62,3.383,U.S Dollar,US Gallon,2025-10-31
Arkansas,AR,Texarkana (AR only),2.681,3.168,3.597,3.263,U.S Dollar,US Gallon,2025-10-31
Arkansas,AR,West Memphis,2.604,3.012,3.358,3.44,U.S Dollar,US Gallon,2025-10-31
Arizona,AZ,East Valley,3.629,4.033,4.333,3.583,U.S Dollar,US Gallon,2025-10-31
Arizona,AZ,Flagstaff,3.208,3.528,3.867,3.72,U.S Dollar,US Gallon,2025-10-31
Arizona,AZ,Glendale,3.569,3.947,4.255,3.533,U.S Dollar,US Gallon,2025-10-31
Arizona,AZ,Lake Havasu-Kingman,3.164,3.447,3.765,3.781,U.S Dollar,US Gallon,2025-10-31
Arizona,AZ,Peoria,3.588,3.964,4.28,3.537,U.S Dollar,US Gallon,2025-10-31
Arizona,AZ,Phoenix Proper,3.58,3.985,4.282,3.562,U.S Dollar,US Gallon,2025-10-31
Arizona,AZ,Phoenix-Mesa,3.569,3.966,4.27,3.583,U.S Dollar,US Gallon,2025-10-31
Arizona,AZ,Pima County,3.06,3.446,3.752,3.512,U.S Dollar,US Gallon,2025-10-31
Arizona,AZ,Prescott,3.143,3.382,3.737,3.67,U.S Dollar,US Gallon,2025-10-31
Arizona,AZ,Scottsdale,3.674,4.032,4.344,3.738,U.S Dollar,US Gallon,2025-10-31
Arizona,AZ,Sierra Vista-Douglas,3.009,3.254,3.567,3.626,U.S Dollar,US Gallon,2025-10-31
Arizona,AZ,Tucson,3.067,3.453,3.758,3.524,U.S Dollar,US Gallon,2025-10-31
Arizona,AZ,West Valley,3.554,3.932,4.24,3.516,U.S Dollar,US Gallon,2025-10-31
Arizona,AZ,Yuma,3.068,3.462,3.791,3.682,U.S Dollar,US Gallon,2025-10-31
California,CA,Bakersfield,4.556,4.834,5.075,5.161,U.S Dollar,US Gallon,2025-10-31
California,CA,Chico-Paradise,4.341,4.578,4.782,4.905,U.S Dollar,US Gallon,2025-10-31
California,CA,El Centro,4.436,4.641,4.857,4.946,U.S Dollar,US Gallon,2025-10-31
California,CA,Fresno,4.505,4.789,4.96,5.192,U.S Dollar,US Gallon,2025-10-31
California,CA,Hanford-Corcoran,4.377,4.62,4.748,4.985,U.S Dollar,US Gallon,2025-10-31
California,CA,Los Angeles-Long Beach,4.708,4.928,5.083,5.138,U.S Dollar,US Gallon,2025-10-31
California,CA,Madera-Chowchilla,4.539,4.883,5.098,5.186,U.S Dollar,US Gallon,2025-10-31
California,CA,Merced,4.465,4.764,5.001,5.162,U.S Dollar,US Gallon,2025-10-31
California,CA,Modesto,4.349,4.637,4.855,5.13,U.S Dollar,US Gallon,2025-10-31
California,CA,Napa,4.741,4.937,5.092,5.213,U.S Dollar,US Gallon,2025-10-31
California,CA,Oakland,4.585,4.84,5.027,5.225,U.S Dollar,US Gallon,2025-10-31
California,CA,Orange County,4.672,4.878,5.043,5.024,U.S Dollar,US Gallon,2025-10-31
California,CA,Redding,4.401,4.564,4.719,4.911,U.S Dollar,US Gallon,2025-10-31
California,CA,Riverside,4.591,4.833,5.01,5.033,U.S Dollar,US Gallon,2025-10-31
California,CA,Sacramento,4.534,4.782,4.989,5.151,U.S Dollar,US Gallon,2025-10-31
California,CA,Salinas,4.696,4.862,5.082,5.395,U.S Dollar,US Gallon,2025-10-31
California,CA,San Bernardino,4.58,4.799,4.988,5.04,U.S Dollar,US Gallon,2025-10-31
